user_id,case_id,upload_times,every_scores,scores_change,final_score
60581,2176,2,0.0|100.0,100.0,100
60581,2181,1,100.0,,100
60581,2182,1,100.0,,100
60581,2183,1,100.0,,100
60581,2184,3,75.0|75.0|100.0,0.0|25.0,100
60581,2185,1,100.0,,100
60581,2186,2,0.0|100.0,100.0,100
60581,2188,1,100.0,,100
60581,2190,2,83.33|100.0,16.67,100
60581,2199,1,100.0,,100
60581,2200,5,40.0|40.0|0.0|0.0|90.0,0.0|-40.0|0.0|90.0,100
60581,2209,2,0.0|0.0,0.0,100
60581,2211,3,0.0|80.0|80.0,80.0|0.0,100
60581,2212,1,100.0,,100
60581,2236,2,66.67|100.0,33.33,100
60581,2237,1,100.0,,100
60581,2252,1,100.0,,100
60581,2253,1,100.0,,100
60581,2278,2,0.0|100.0,100.0,100
60581,2279,3,0.0|80.0|100.0,80.0|20.0,100
60581,2280,2,0.0|100.0,100.0,100
60581,2283,2,0.0|100.0,100.0,100
60581,2286,1,100.0,,100
60581,2288,1,100.0,,100
60581,2289,1,100.0,,100
60581,2291,1,100.0,,100
60581,2295,2,60.0|100.0,40.0,100
60581,2296,2,25.0|100.0,75.0,100
60581,2300,1,100.0,,100
60581,2301,1,100.0,,100
60581,2304,1,100.0,,100
60581,2307,2,25.0|100.0,75.0,100
60581,2308,1,100.0,,100
60581,2312,1,100.0,,100
60581,2315,1,100.0,,100
60581,2338,5,0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|100.0,100
60581,2339,2,0.0|100.0,100.0,100
60581,2340,3,0.0|0.0|100.0,0.0|100.0,100
60581,2341,3,0.0|0.0|100.0,0.0|100.0,100
60581,2342,6,0.0|0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|0.0|100.0,100
60581,2344,7,0.0|0.0|0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|0.0|0.0|100.0,100
60581,2345,2,0.0|100.0,100.0,100
60581,2346,1,100.0,,100
60581,2356,12,0.0|0.0|0.0|20.0|20.0|60.0|20.0|60.0|0.0|40.0|60.0|100.0,0.0|0.0|20.0|0.0|40.0|-40.0|40.0|-60.0|40.0|20.0|40.0,100
60581,2357,1,100.0,,100
60581,2358,2,0.0|100.0,100.0,100
60581,2359,8,0.0|50.0|25.0|50.0|50.0|50.0|50.0|100.0,50.0|-25.0|25.0|0.0|0.0|0.0|50.0,100
60581,2371,2,0.0|100.0,100.0,100
60581,2373,1,100.0,,100
60581,2386,4,0.0|75.0|75.0|100.0,75.0|0.0|25.0,100
60581,2387,1,100.0,,100
60581,2388,1,100.0,,100
60581,2389,5,0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|100.0,100
60581,2392,1,100.0,,100
60581,2394,2,0.0|100.0,100.0,100
60581,2395,2,0.0|100.0,100.0,100
60581,2423,1,100.0,,100
60581,2424,1,100.0,,100
60581,2425,4,0.0|0.0|0.0|100.0,0.0|0.0|100.0,100
60581,2426,1,100.0,,100
60581,2438,3,0.0|0.0|100.0,0.0|100.0,100
60581,2440,1,100.0,,100
60581,2441,1,100.0,,100
60581,2442,5,0.0|20.0|20.0|20.0|100.0,20.0|0.0|0.0|80.0,100
60581,2444,1,100.0,,100
60581,2445,2,0.0|100.0,100.0,100
60581,2449,1,100.0,,100
60581,2450,1,100.0,,100
60581,2451,2,80.0|100.0,20.0,100
60581,2453,3,0.0|0.0|100.0,0.0|100.0,100
60581,2454,2,0.0|100.0,100.0,100
60581,2461,1,100.0,,100
60581,2462,8,20.0|20.0|80.0|60.0|80.0|80.0|60.0|100.0,0.0|60.0|-20.0|20.0|0.0|-20.0|40.0,100
60581,2463,3,0.0|80.0|100.0,80.0|20.0,100
60581,2464,2,60.0|100.0,40.0,100
60581,2465,2,0.0|100.0,100.0,100
60581,2466,2,16.67|100.0,83.33,100
60581,2467,1,100.0,,100
60581,2474,2,0.0|100.0,100.0,100
60581,2482,2,40.0|100.0,60.0,100
60581,2490,1,100.0,,100
60581,2494,1,100.0,,100
60581,2498,1,100.0,,100
60581,2505,1,100.0,,100
60581,2506,7,80.0|60.0|60.0|60.0|100.0|0.0|100.0,-20.0|0.0|0.0|40.0|-100.0|100.0,100
60581,2514,2,60.0|100.0,40.0,100
60581,2527,2,66.67|100.0,33.33,100
60581,2530,3,0.0|0.0|100.0,0.0|100.0,100
60581,2531,2,0.0|100.0,100.0,100
60581,2534,2,0.0|100.0,100.0,100
60581,2535,2,50.0|100.0,50.0,100
60581,2537,2,100.0|100.0,0.0,100
60581,2542,1,100.0,,100
60581,2547,2,100.0|100.0,0.0,100
60581,2548,3,0.0|100.0|100.0,100.0|0.0,100
60581,2558,1,100.0,,100
60581,2561,2,0.0|100.0,100.0,100
60581,2584,1,100.0,,100
60581,2589,1,100.0,,100
60581,2607,1,100.0,,100
60581,2610,4,40.0|20.0|20.0|100.0,-20.0|0.0|80.0,100
60581,2614,1,100.0,,100
60581,2615,1,100.0,,100
60581,2617,1,100.0,,100
60581,2618,1,100.0,,100
60581,2629,1,100.0,,100
60581,2647,1,100.0,,100
60581,2701,2,50.0|100.0,50.0,100
60581,2718,7,33.33|33.33|33.33|33.33|66.67|66.67|100.0,0.0|0.0|0.0|33.34|0.0|33.33,100
60581,2741,5,40.0|80.0|20.0|20.0|100.0,40.0|-60.0|0.0|80.0,100
60581,2892,3,0.0|0.0|100.0,0.0|100.0,100
60581,2894,2,40.0|100.0,60.0,100
60581,2908,2,0.0|100.0,100.0,100
60581,2936,11,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|75.0|100.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|75.0|25.0,100
